ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
397,2159,refund request,medium,in progress,2022-11-19,,Jia Liang
398,108,refund request,high,pending,2022-08-09,,David Johnson
399,1803,refund request,medium,closed,2022-11-09,2022-12-08,Ling Chen
400,264,refund request,low,resolved,2023-04-23,2023-05-19,Ravi Iyer
401,214,payment issue,medium,closed,2024-08-17,2024-09-05,Ling Chen
402,660,payment issue,high,closed,2022-07-05,2022-07-23,Sarah Davis
403,2656,refund request,medium,resolved,2024-05-14,2024-05-27,Wei Ming
404,2978,delivery delay,low,resolved,2023-03-22,,Ahmad Rahman
405,2145,delivery delay,low,resolved,2023-09-27,2023-10-04,Michael Davis
406,2009,payment issue,high,open,2023-02-09,2023-02-17,Michael Brown
407,874,account issue,low,open,2023-12-11,2024-01-05,Michael Brown
408,986,delivery delay,low,resolved,2022-12-31,,David Johnson
409,855,refund request,medium,resolved,2022-03-20,,Ahmad Hassan
410,1116,account issue,low,resolved,2024-08-19,2024-09-14,Priya Kaur
411,686,damaged item,medium,closed,2022-05-28,2022-05-28,Priya Kaur
412,220,refund request,high,pending,2022-05-22,2022-06-13,Zul Abdullah
413,2294,delivery delay,low,open,2022-06-26,2022-07-09,Wei Ming
414,942,damaged item,low,in progress,2024-10-22,2024-11-13,Sarah Miller
415,2935,account issue,high,closed,2023-07-10,2023-08-01,Ahmad Rahman
416,1190,delivery delay,low,closed,2022-05-27,2022-06-16,Hafiz Razak
417,938,refund request,medium,closed,2023-04-20,2023-05-05,Ahmad Abdullah
418,335,refund request,high,closed,2022-06-27,2022-07-23,Kumar Iyer
419,882,refund request,high,closed,2022-05-04,2022-05-11,Ahmad Abdullah
420,1899,delivery delay,medium,closed,2024-05-25,2024-06-08,Hafiz Ismail
421,2020,refund request,urgent,pending,2022-11-12,2022-11-22,Hua Liang
422,1514,account issue,high,in progress,2022-10-15,2022-10-31,Ravi Iyer
423,2096,account issue,medium,resolved,2022-06-07,2022-07-07,Tao Chen
424,1863,damaged item,medium,pending,2022-04-20,2022-05-20,Nor Rahman
425,1327,account issue,low,in progress,2022-09-28,,John Smith
426,1420,account issue,medium,open,2023-07-14,2023-07-20,Nor Hassan
427,1588,payment issue,high,closed,2024-02-07,2024-02-18,Arjun Iyer
428,370,damaged item,medium,pending,2023-08-01,,Swati Singh
429,1823,delivery delay,medium,closed,2024-06-13,2024-07-04,Nor Abdullah
430,970,damaged item,high,resolved,2022-05-22,2022-06-03,Ahmad Abdullah
431,1194,refund request,high,resolved,2022-07-29,2022-08-28,Siti Hassan
432,2012,damaged item,medium,resolved,2023-08-15,2023-09-13,Ling Mei
433,2003,delivery delay,low,open,2024-04-20,2024-04-23,Siti Hassan
434,848,damaged item,high,open,2022-12-28,2023-01-07,Sarah Davis
435,1538,account issue,medium,open,2023-06-27,2023-07-06,Ahmad Rahman
436,2169,payment issue,medium,pending,2022-08-06,2022-08-15,Hafiz Rahman
437,2872,damaged item,low,open,2024-04-22,,Ling Mei
438,869,delivery delay,low,in progress,2024-04-30,2024-05-20,Ravi Singh
439,1092,payment issue,urgent,resolved,2024-04-14,2024-05-02,Kumar Iyer
440,1002,delivery delay,,resolved,2022-03-28,,Sarah Davis
441,224,delivery delay,low,resolved,2024-08-16,,Laura Brown
442,104,delivery delay,high,pending,2024-06-18,2024-07-17,Zul Abdullah
443,2903,delivery delay,high,resolved,2023-01-03,,Hafiz Ismail
444,104,refund request,high,closed,2022-03-28,2022-04-23,Arjun Nair
445,473,account issue,medium,pending,2023-03-27,2023-04-04,Wei Ming
446,2100,delivery delay,high,pending,2022-08-08,,Arjun Singh
447,2590,payment issue,high,in progress,2024-08-14,2024-09-10,Wei Ming
448,1091,refund request,urgent,pending,2024-07-29,2024-08-21,Jia Li
449,1318,damaged item,low,open,2024-03-31,2024-04-13,Ravi Singh
450,1993,damaged item,high,closed,2023-10-28,2023-10-29,Michael Brown
451,2991,damaged item,low,in progress,2023-09-24,2023-10-02,Ravi Iyer
452,2887,payment issue,urgent,pending,2023-02-23,,Arjun Nair
453,2118,account issue,high,resolved,2024-04-11,,Ahmad Abdullah
454,669,damaged item,medium,in progress,2022-01-16,2022-01-30,Swati Nair
455,1609,refund request,medium,resolved,2023-05-09,2023-05-14,Sarah Davis
456,794,damaged item,urgent,in progress,2023-05-29,,Arjun Nair
457,296,payment issue,low,resolved,2023-08-29,,Hua Liang
458,2414,account issue,high,pending,2023-12-14,2024-01-02,Jia Xiao
459,2348,payment issue,low,pending,2022-10-03,,Nor Hassan
460,2450,account issue,low,pending,2023-04-26,2023-05-17,Arjun Iyer
461,1389,damaged item,medium,pending,2023-02-08,,Sarah Davis
462,750,damaged item,high,resolved,2024-03-10,2024-03-11,Nor Abdullah
463,2301,payment issue,low,closed,2023-06-20,,Priya Kaur
464,2105,account issue,low,in progress,2022-05-08,2022-06-05,Jia Liang
465,308,payment issue,high,pending,2023-01-18,,John Smith
466,2196,delivery delay,low,resolved,2024-04-24,2024-05-15,Hua Chen
467,360,delivery delay,high,open,2023-07-14,2023-07-29,Ling Xiao
468,283,damaged item,low,in progress,2022-11-16,2022-12-07,Chris Davis
469,1003,refund request,low,open,2023-09-19,2023-10-13,Swati Nair
470,778,payment issue,high,open,2022-09-10,2022-09-10,Swati Singh
471,2460,payment issue,low,open,2023-02-06,,Ravi Iyer
472,2185,account issue,low,open,2022-09-08,2022-09-24,Jia Li
473,817,refund request,medium,pending,2024-08-05,,Ling Xiao
474,899,refund request,low,resolved,2024-05-25,2024-06-20,Hafiz Rahman
475,2439,refund request,low,open,2023-08-20,2023-08-24,Michael Davis
476,1001,refund request,medium,in progress,2023-09-11,,Nor Rahman
477,2413,delivery delay,high,pending,2023-09-09,,Nor Razak
478,2006,damaged item,high,pending,2023-05-21,2023-06-05,David Miller
479,1675,delivery delay,medium,pending,2023-10-06,2023-10-06,Swati Nair
480,2370,refund request,high,open,2023-12-27,2023-12-27,Sarah Miller
481,2258,damaged item,medium,closed,2024-05-08,2024-05-27,Michael Davis
482,1081,delivery delay,low,pending,2024-05-22,2024-06-21,Michael Davis
483,1559,damaged item,high,resolved,2024-05-20,2024-06-11,Jia Xiao
484,2042,delivery delay,,resolved,2023-02-26,2023-03-15,David Johnson
485,649,refund request,low,closed,2023-01-09,2023-01-18,Tao Chen
486,533,damaged item,low,in progress,2023-12-22,,Priya Kaur
487,1514,delivery delay,low,resolved,2023-05-23,2023-06-04,Sarah Brown
488,284,delivery delay,low,pending,2024-05-26,2024-06-01,Hua Liang
489,77,payment issue,low,resolved,2022-12-02,2022-12-28,Hafiz Rahman
490,293,refund request,urgent,resolved,2023-03-19,2023-03-19,Hua Liang
491,1653,account issue,medium,in progress,2022-07-16,2022-07-25,Michael Brown
492,650,delivery delay,medium,pending,2023-06-11,2023-06-14,Michael Brown
493,1784,refund request,medium,pending,2024-10-23,2024-10-27,Sarah Brown
494,2990,damaged item,urgent,open,2024-06-22,2024-06-26,Hafiz Razak
495,2816,delivery delay,high,open,2022-12-04,2022-12-11,John Smith
496,835,payment issue,medium,resolved,2024-10-28,2024-11-25,Laura Brown
497,2474,payment issue,medium,resolved,2022-09-17,2022-10-04,Tao Mei
498,2678,payment issue,low,in progress,2024-10-24,2024-10-31,Tao Ming
499,1930,payment issue,low,closed,2024-08-01,2024-08-13,Swati Singh
500,645,delivery delay,urgent,open,2024-02-19,,Tao Wong
501,513,delivery delay,low,open,2022-01-07,2022-01-19,Nor Hassan
502,1808,account issue,medium,in progress,2022-04-24,2022-05-01,Aminah Razak
503,234,payment issue,medium,resolved,2023-07-06,2023-07-15,Ahmad Hassan
504,1203,payment issue,medium,open,2024-07-07,2024-07-15,Tao Ming
505,202,damaged item,low,closed,2023-07-03,2023-07-19,David Johnson
506,2412,delivery delay,high,closed,2024-06-26,2024-07-10,Priya Kaur
507,2781,account issue,low,in progress,2022-12-13,2022-12-18,Ahmad Razak
508,2455,damaged item,high,resolved,2022-10-11,2022-10-11,Nor Hassan
509,842,damaged item,medium,in progress,2023-08-06,2023-08-14,Aminah Razak
510,273,refund request,medium,closed,2022-07-06,2022-07-08,Kumar Iyer
511,1263,payment issue,,pending,2023-03-24,2023-04-12,Nor Hassan
512,1134,payment issue,medium,pending,2024-05-26,2024-06-15,Ling Mei
513,111,damaged item,low,resolved,2023-05-31,2023-06-19,Jia Liang
514,2244,refund request,low,closed,2024-05-09,,Michael Brown
515,1538,refund request,low,in progress,2022-11-30,2022-11-30,Jia Li
516,1135,delivery delay,low,resolved,2024-02-28,2024-03-19,Priya Kaur
517,1734,refund request,urgent,in progress,2023-04-23,2023-04-24,Nor Hassan
518,92,refund request,low,in progress,2024-01-15,,Swati Singh
519,2117,damaged item,medium,pending,2024-07-22,2024-07-26,Emily Miller
520,783,payment issue,medium,pending,2023-11-03,2023-11-18,Hua Chen
521,1768,damaged item,medium,open,2022-09-25,,Hafiz Razak
522,528,delivery delay,medium,closed,2024-01-06,2024-01-07,Priya Kaur
523,2015,damaged item,high,closed,2022-08-15,2022-09-01,Arjun Singh
524,2406,account issue,high,open,2022-12-08,2022-12-16,Nor Rahman
525,704,delivery delay,high,in progress,2023-12-13,,Michael Davis
526,2499,payment issue,urgent,in progress,2023-02-11,2023-03-05,Wei Ming
527,2717,payment issue,medium,closed,2022-09-18,2022-10-04,Siti Hassan
528,2905,damaged item,low,open,2023-01-20,,Arjun Iyer
529,1985,payment issue,low,resolved,2024-08-16,2024-08-25,Nor Abdullah
530,685,account issue,medium,resolved,2022-12-30,,Chris Davis
531,1116,delivery delay,high,pending,2023-05-14,2023-06-06,David Miller
532,451,delivery delay,medium,open,2023-11-07,2023-11-25,Wei Ming
533,1740,account issue,low,resolved,2024-10-08,2024-10-21,Tao Wong
534,2475,damaged item,low,in progress,2023-06-18,2023-06-22,Hua Liang
535,560,delivery delay,medium,closed,2024-07-31,2024-08-14,Nor Abdullah
536,1970,delivery delay,medium,pending,2024-10-09,2024-10-14,Swati Nair
537,1164,payment issue,medium,pending,2022-12-05,2022-12-23,David Miller
538,1688,delivery delay,medium,closed,2022-10-03,2022-10-22,Hafiz Razak
539,442,refund request,medium,open,2022-06-28,,Jia Xiao
540,1542,payment issue,medium,closed,2022-05-07,,Tao Ming
541,1365,account issue,low,resolved,2024-03-18,2024-04-02,Swati Singh
542,1257,refund request,high,closed,2022-12-08,2022-12-14,Sarah Brown
543,2850,refund request,medium,resolved,2023-03-09,2023-03-15,David Johnson
544,2104,refund request,low,in progress,2023-08-07,2023-09-01,Priya Kaur
545,2308,damaged item,medium,open,2024-03-17,2024-03-27,Nor Razak
546,1296,damaged item,medium,pending,2024-05-04,2024-05-20,Nor Rahman
547,1435,damaged item,medium,in progress,2022-06-19,2022-06-24,David Johnson
548,1959,delivery delay,low,pending,2022-05-13,,Laura Brown
549,998,account issue,,closed,2023-05-21,2023-06-18,Ahmad Abdullah
550,1202,payment issue,medium,open,2024-06-06,2024-06-13,Michael Davis
551,1428,damaged item,medium,open,2022-08-21,2022-09-10,Jia Liang
552,1031,payment issue,medium,in progress,2024-05-21,2024-06-04,Nor Abdullah
553,2604,account issue,medium,open,2023-03-16,2023-03-18,Ahmad Hassan
554,2560,account issue,low,resolved,2024-05-16,2024-06-12,Swati Singh
555,339,refund request,low,closed,2022-02-05,2022-03-01,Jia Liang
556,1963,payment issue,high,open,2024-01-23,,Hua Chen
557,1292,payment issue,low,pending,2024-09-09,2024-09-10,David Johnson
558,2424,delivery delay,high,open,2022-12-17,2023-01-16,Chris Davis
559,862,damaged item,low,closed,2023-12-20,2024-01-16,Tao Ming
560,2381,refund request,low,open,2024-04-29,2024-05-11,Jia Ming
561,2716,account issue,high,pending,2023-09-03,2023-09-18,Jia Liang
562,1306,delivery delay,urgent,in progress,2024-07-18,2024-08-03,Priya Kaur
563,1290,refund request,medium,closed,2024-07-06,2024-07-19,Aminah Razak
564,62,damaged item,medium,pending,2024-05-22,,Siti Hassan
565,2359,payment issue,low,in progress,2024-09-19,2024-10-16,Swati Nair
566,902,refund request,low,pending,2024-09-10,,Michael Davis
567,185,damaged item,low,open,2023-07-02,2023-07-21,Chris Davis
568,1562,account issue,high,closed,2024-03-20,2024-04-02,Arjun Iyer
569,2987,delivery delay,low,pending,2024-07-14,2024-08-01,Jia Ming
570,2074,payment issue,low,open,2024-02-01,2024-02-28,Ling Xiao
571,362,account issue,high,in progress,2024-10-15,2024-11-01,Ahmad Hassan
572,1708,payment issue,medium,resolved,2024-07-30,,Ahmad Abdullah
573,1251,delivery delay,high,resolved,2024-06-02,2024-06-28,David Johnson
574,37,damaged item,medium,pending,2024-10-29,2024-11-12,Ahmad Razak
575,2291,delivery delay,low,resolved,2024-05-23,2024-06-05,Nor Hassan
576,1706,account issue,medium,resolved,2022-01-08,2022-01-28,Ravi Iyer
577,288,delivery delay,medium,open,2023-05-23,2023-06-13,Ling Xiao
578,531,delivery delay,medium,resolved,2022-09-02,2022-09-25,Wei Ming
579,1152,account issue,high,in progress,2023-08-03,2023-08-16,Swati Singh
580,2595,damaged item,medium,in progress,2023-06-29,2023-07-29,Kumar Iyer
581,2194,payment issue,high,open,2022-04-24,2022-04-28,David Miller
582,1005,damaged item,low,resolved,2022-06-10,2022-07-10,Arjun Nair
583,1610,payment issue,medium,resolved,2024-08-13,2024-08-30,Arjun Nair
584,285,account issue,,in progress,2023-05-18,2023-05-26,David Johnson
585,1386,payment issue,low,pending,2024-05-07,2024-05-17,Tao Mei
586,2913,refund request,low,closed,2023-02-03,2023-02-19,Ling Mei
587,1921,delivery delay,low,in progress,2024-07-12,2024-07-15,Nor Razak
588,1748,delivery delay,high,pending,2024-05-28,2024-06-11,Jia Ming
589,1777,account issue,medium,in progress,2024-09-14,2024-10-09,Nor Abdullah
590,297,damaged item,medium,pending,2024-03-11,2024-03-20,David Johnson
591,2287,account issue,medium,closed,2022-06-02,,Emily Miller
592,1221,delivery delay,high,closed,2022-02-19,2022-03-14,Ahmad Abdullah
593,880,payment issue,high,closed,2024-05-02,,Tao Ming
594,911,refund request,low,in progress,2024-06-25,2024-07-20,Nor Hassan
595,2057,payment issue,high,resolved,2022-04-24,2022-05-21,Priya Kaur
596,2032,damaged item,medium,resolved,2024-04-10,2024-05-01,Ahmad Abdullah
597,1943,delivery delay,low,closed,2022-06-27,2022-07-20,Ahmad Razak
598,1003,refund request,low,in progress,2022-12-17,2022-12-21,David Miller
599,1404,delivery delay,low,in progress,2024-04-21,2024-04-24,Ahmad Abdullah
600,442,refund request,medium,resolved,2023-12-03,2023-12-16,Hafiz Ismail
601,1153,payment issue,low,in progress,2023-03-05,,Nor Rahman
602,1915,account issue,low,open,2022-03-17,,David Johnson
603,2253,payment issue,low,resolved,2022-03-18,2022-03-23,Nor Abdullah
604,2660,account issue,urgent,open,2024-09-12,2024-09-17,Emily Miller
605,2179,account issue,urgent,pending,2022-05-16,2022-06-10,Wei Ming
606,15,delivery delay,medium,open,2022-04-08,2022-04-09,John Smith
607,2100,delivery delay,medium,closed,2022-08-22,2022-09-02,Ahmad Abdullah
608,2135,refund request,medium,open,2022-03-27,2022-04-17,Nor Razak
609,2202,delivery delay,low,resolved,2024-05-21,2024-05-25,Ling Xiao
610,2176,refund request,medium,resolved,2024-02-27,,Sarah Miller
611,2574,account issue,urgent,closed,2022-02-25,2022-03-24,Tao Ming
612,2587,payment issue,medium,open,2022-06-10,2022-06-15,Jia Liang
613,649,refund request,low,open,2024-01-02,,David Johnson
614,743,damaged item,low,in progress,2023-12-23,2024-01-22,Sarah Miller
615,2755,account issue,low,closed,2023-04-05,2023-04-13,Chris Davis
616,1796,account issue,urgent,in progress,2022-04-11,2022-04-12,Ahmad Razak
617,238,payment issue,low,open,2024-01-25,2024-02-24,David Johnson
618,711,account issue,low,pending,2023-05-01,2023-05-03,Tao Chen
619,582,delivery delay,high,open,2023-07-03,,Hafiz Rahman
620,806,delivery delay,low,resolved,2024-05-28,2024-06-27,Hafiz Razak
621,1548,damaged item,medium,open,2023-11-01,,Ahmad Abdullah
622,748,refund request,medium,open,2022-05-07,2022-05-17,Ahmad Razak
623,283,payment issue,medium,in progress,2022-03-04,2022-03-07,Kumar Iyer
624,660,account issue,medium,in progress,2022-02-04,2022-02-26,Ling Xiao
625,2508,delivery delay,low,in progress,2023-08-17,2023-08-25,Ling Xiao
626,2485,account issue,high,pending,2024-07-08,,Arjun Iyer
627,968,payment issue,low,closed,2024-05-22,2024-06-21,Arjun Iyer
628,2175,delivery delay,high,resolved,2023-11-10,2023-11-18,Laura Brown
629,1055,payment issue,low,closed,2023-05-04,,Ling Chen
630,2172,delivery delay,medium,in progress,2023-02-21,2023-02-21,Chris Davis
631,1976,damaged item,high,pending,2023-04-11,2023-05-11,Tao Mei
632,2501,payment issue,low,open,2023-12-29,,Ling Mei
633,1960,damaged item,high,pending,2022-06-24,2022-07-07,Aminah Razak
634,2554,damaged item,low,pending,2022-10-30,2022-11-13,Jia Ming
635,979,refund request,medium,in progress,2022-10-26,2022-11-18,Tao Mei
636,1419,damaged item,low,resolved,2024-04-21,2024-05-05,Arjun Singh
637,65,refund request,low,closed,2022-06-22,2022-07-02,Sarah Miller
638,2498,damaged item,low,pending,2023-10-07,2023-11-06,Nor Hassan
639,892,payment issue,medium,resolved,2024-04-15,2024-04-24,Sarah Miller
640,2254,damaged item,low,resolved,2023-08-21,2023-09-06,Ahmad Abdullah
641,558,payment issue,low,resolved,2022-04-09,2022-04-19,David Johnson
642,1860,payment issue,low,closed,2023-11-18,2023-12-13,Ahmad Hassan
643,2707,delivery delay,medium,open,2024-03-21,,Jia Li
644,2818,payment issue,low,resolved,2022-11-28,,Jia Xiao
645,1952,damaged item,low,pending,2023-11-30,,David Johnson
646,2310,account issue,high,in progress,2023-08-07,2023-08-15,Nor Abdullah
647,1274,refund request,low,pending,2023-11-12,,Hafiz Ismail
648,2512,account issue,high,in progress,2023-04-30,2023-05-02,Ling Xiao
649,448,account issue,high,in progress,2023-05-21,2023-06-03,Hua Chen
650,961,refund request,low,pending,2023-01-14,,Arjun Nair
651,2578,refund request,low,in progress,2023-08-28,2023-08-29,Aminah Razak
652,2129,payment issue,medium,resolved,2023-12-24,2024-01-13,Tao Mei
653,210,delivery delay,high,pending,2024-01-20,2024-02-14,Wei Ming
654,303,payment issue,low,open,2023-03-30,2023-04-27,Michael Brown
655,240,account issue,,open,2022-07-23,2022-08-07,Hafiz Ismail
656,1344,delivery delay,low,closed,2023-02-18,2023-02-21,Swati Nair
657,251,payment issue,high,closed,2022-06-02,,Hafiz Rahman
658,1968,damaged item,low,resolved,2024-03-03,2024-03-26,Ahmad Abdullah
659,2366,refund request,medium,in progress,2024-08-24,2024-09-07,Tao Ming
660,1750,account issue,medium,resolved,2023-10-16,2023-10-25,Aminah Razak
661,2101,refund request,low,open,2023-11-06,,Priya Kaur
662,1696,damaged item,low,in progress,2023-03-02,2023-03-21,Nor Hassan
663,1721,delivery delay,urgent,open,2023-03-09,,Ravi Iyer
664,682,refund request,low,pending,2024-07-28,2024-08-21,Nor Rahman
665,1162,payment issue,high,in progress,2023-03-06,2023-03-30,Jia Liang
666,2977,refund request,high,closed,2022-08-01,2022-08-23,Tao Mei
667,2068,delivery delay,medium,open,2023-12-16,2024-01-03,Swati Nair
668,1082,payment issue,low,in progress,2023-06-06,2023-06-23,Ahmad Rahman
669,1686,damaged item,medium,closed,2023-05-22,2023-06-15,Ravi Singh
670,2215,payment issue,high,pending,2022-09-18,,Nor Abdullah
